Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,AVSEC S,3.04,35.64%,41.18%,16.615%,2.615%,3.945%,2
,BATTLE G,3.3,46.915%,36.38%,16.4375%,0.27%,0.0%,4
,DYKEMA K,2.24,13.16%,31.58%,26.32%,23.68%,5.26%,1
,EVIATAR P,2.33,22.555%,20.305%,33.645%,14.195%,9.3%,2
,NEKRASHEVYCH V,3.35,52.975%,34.405%,9.89%,0.0%,2.725%,2
,PANCHENKO D,2.4,14.135%,32.42%,34.62%,15.255%,3.57%,2
,PAOURIS G,2.79,31.3066666667%,33.5533333333%,22.86%,9.3%,2.97666666667%,3
,SMITH R,2.58,18.4066666667%,36.17%,32.3833333333%,10.7133333333%,2.32666666667%,3
,SUNIK Z,3.07,45.24%,30.95%,16.67%,0.0%,7.14%,1
,VALETTAS P,2.49,8.57%,40.0%,42.86%,8.57%,0.0%,1
,,,,,,,
MATH-412,,,,,,,
,COMECH A,2.65,33.5666666667%,17.01%,36.6966666667%,6.77%,5.96%,3
,DEMLOW A,2.85,30.0%,40.0%,20.0%,5.0%,5.0%,1
,DEVORE R,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,FULLING S,3.5,66.67%,26.67%,0.0%,0.0%,6.67%,1
,POPOV B,3.18,42.11%,42.11%,5.26%,10.53%,0.0%,1
,,,,,,,
MATH-414,,,,,,,
,NARCOWICH F,2.95,34.2266666667%,36.99%,21.2833333333%,4.44666666667%,3.05%,3
,WARD J,2.52,14.81%,33.33%,44.44%,3.7%,3.7%,1
,,,,,,,
MATH-415,,,,,,,
,GRIGORCHUK R,3.03,25.0%,55.56%,16.67%,2.78%,0.0%,1
,MATUSEVICH L,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,ROWELL E,3.23,50.0%,29.545%,15.91%,2.275%,2.275%,2
,SHIU A,2.68,27.27%,27.27%,31.82%,13.64%,0.0%,1
,WITHERSPOON S,3.73,73.33%,26.67%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-416,,,,,,,
,MATUSEVICH L,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,PAPANIKOLAS M,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,ROJAS J,3.42,46.15%,46.15%,7.69%,0.0%,0.0%,1
,ROWELL E,3.13,37.5%,37.5%,25.0%,0.0%,0.0%,1
,,,,,,,
MATH-417,,,,,,,
,BONITO A,2.52,27.78%,24.07%,31.48%,7.41%,9.26%,1
,NAZAROV M,2.5,29.41%,29.41%,20.59%,2.94%,17.65%,1
,PASCIAK J,2.49,25.45%,27.27%,29.09%,7.27%,10.91%,1
,POPOV B,3.01,48.08%,28.85%,15.38%,1.92%,5.77%,1
,,,,,,,
MATH-419,,,,,,,
,ARORA R,2.84,31.012%,37.348%,20.182%,7.69%,3.76%,5
,RAMSEY H,3.09,30.385%,48.075%,21.54%,0.0%,0.0%,2
,,,,,,,
MATH-420,,,,,,,
,ARORA R,3.14,42.86%,28.57%,28.57%,0.0%,0.0%,1
,RAMSEY H,3.46,58.33%,29.17%,12.5%,0.0%,0.0%,1
,,,,,,,
MATH-423,,,,,,,
,GUSTAFSON R,3.0,50.0%,0.0%,50.0%,0.0%,0.0%,1
,MATUSEVICH L,2.33,33.33%,20.0%,20.0%,0.0%,26.67%,1
,PITTS J,3.05,28.57%,47.62%,23.81%,0.0%,0.0%,1
,ROJAS J,2.77,30.34%,25.43%,37.605%,3.845%,2.78%,2
,STILLER P,3.07,46.67%,26.67%,13.33%,13.33%,0.0%,1
,WARD J,2.35,17.65%,35.29%,17.65%,23.53%,5.88%,1
,,,,,,,
MATH-425,,,,,,,
,BERKOLAIKO G,2.52,24.51%,32.46%,21.995%,12.315%,8.725%,2
,STECHER M,2.57,18.91%,36.7%,31.01%,9.255%,4.13%,2
,,,,,,,
MATH-427,,,,,,,
,MASRI M,2.77,30.77%,46.15%,7.69%,0.0%,15.38%,1
,,,,,,,
MATH-431,,,,,,,
,ONEILL C,3.29,47.83%,21.74%,13.04%,13.04%,4.35%,1
,YAN H,3.26,43.48%,43.48%,8.7%,4.35%,0.0%,1
,,,,,,,
MATH-433,,,,,,,
,GUSTAFSON R,2.74,22.22%,37.04%,33.33%,7.41%,0.0%,1
,STILLER P,3.02,35.235%,34.655%,27.4425%,2.04%,0.625%,4
,VOROBETS Y,2.76,13.51%,51.35%,32.43%,2.7%,0.0%,1
,ZELENKO I,2.78,26.09%,30.43%,39.13%,4.35%,0.0%,1
,,,,,,,
MATH-436,,,,,,,
,BOAS H,3.14,45.45%,22.73%,31.82%,0.0%,0.0%,1
,,,,,,,
MATH-437,,,,,,,
,BANGERTH W,2.78,22.22%,44.44%,22.22%,11.11%,0.0%,1
,PETROVA G,2.85,30.77%,38.46%,23.08%,0.0%,7.69%,1
,POPOV B,3.0,40.0%,33.33%,20.0%,0.0%,6.67%,1
,,,,,,,
MATH-439,,,,,,,
,PITTS J,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-442,,,,,,,
,BANGERTH W,2.77,24.9866666667%,47.1533333333%,15.84%,3.83666666667%,8.18333333333%,3
,HOWARD P,3.05,31.58%,52.63%,10.53%,0.0%,5.26%,1
,LAHODNY G,2.61,19.05%,47.62%,19.05%,9.52%,4.76%,1
,LINHART J,3.07,40.0%,40.0%,11.43%,2.86%,5.71%,1
,PILANT M,3.24,58.82%,17.65%,17.65%,0.0%,5.88%,1
,,,,,,,
MATH-446,,,,,,,
,DOUGLAS R,2.85,46.15%,23.08%,7.69%,15.38%,7.69%,1
,KERR D,3.46,66.67%,16.67%,16.67%,0.0%,0.0%,1
,LARSON D,3.44,50.0%,41.67%,8.33%,0.0%,0.0%,1
,,,,,,,
MATH-447,,,,,,,
,ANSHELEVICH M,3.67,75.0%,16.67%,8.33%,0.0%,0.0%,1
,DOUGLAS R,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,LARSON D,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-460,,,,,,,
,BASKIN D,3.59,76.47%,17.65%,0.0%,0.0%,5.88%,1
,FULLING S,3.43,71.43%,0.0%,28.57%,0.0%,0.0%,1
,,,,,,,
MATH-467,,,,,,,
,FULLING S,2.86,29.91%,33.6475%,29.69%,5.915%,0.8325%,4
,ROBLES C,3.0,33.33%,40.0%,20.0%,6.67%,0.0%,1
,SOTTILE F,2.82,35.71%,25.0%,25.0%,14.29%,0.0%,1
,STILLER P,2.92,36.0%,24.0%,36.0%,4.0%,0.0%,1
,SUNIK Z,3.45,58.62%,27.59%,13.79%,0.0%,0.0%,1
,,,,,,,
MATH-469,,,,,,,
,SHIU A,3.22,44.44%,33.33%,22.22%,0.0%,0.0%,1
,VOGEL T,3.0,28.57%,42.86%,28.57%,0.0%,0.0%,1
,WALTON J,3.66,71.11%,23.61%,5.28%,0.0%,0.0%,2
,,,,,,,
MATH-470,,,,,,,
,IKENMEYER C,2.58,26.095%,29.21%,27.29%,11.26%,6.135%,2
,LIU S,3.02,39.22%,39.22%,9.8%,7.84%,3.92%,1
,PAPANIKOLAS M,3.15,34.78%,47.83%,15.22%,2.17%,0.0%,1
,PITTS J,3.08,38.7866666667%,35.6133333333%,20.9133333333%,4.68666666667%,0.0%,3
,ROJAS J,2.82,31.475%,35.42%,20.975%,7.53%,4.59%,2
,RUNDELL W,3.25,47.6575%,33.5%,13.42%,3.6325%,1.7925%,4
,STILLER P,2.91,37.63%,25.81%,27.96%,6.45%,2.15%,1
,,,,,,,
MATH-471,,,,,,,
,RUNDELL W,3.45,67.79%,17.17%,10.025%,2.63%,2.38%,2
,,,,,,,
MATH-482,,,,,,,
,LARSON D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,,,,,,,
MATH-485,,,,,,,
,GELLER S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ONEILL C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-491,,,,,,,
,POLLOCK S,3.5,80.0%,10.0%,0.0%,0.0%,10.0%,2
,YASSKIN P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ZHOU J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-601,,,,,,,
,COMECH A,3.29,54.67%,21.33%,21.33%,2.67%,0.0%,1
,DARIPA P,3.48,59.685%,28.8025%,11.515%,0.0%,0.0%,4
,GUERMOND J,2.9,29.03%,32.26%,38.71%,0.0%,0.0%,1
,GUSTAFSON R,3.35,47.22%,45.83%,4.17%,1.39%,1.39%,1
,HEISTER T,3.24,39.47%,44.74%,15.79%,0.0%,0.0%,1
,KIFFE T,3.4,52.0%,36.0%,12.0%,0.0%,0.0%,1
,PASCIAK J,3.0,37.84%,32.43%,21.62%,8.11%,0.0%,1
,TALIAFERRO S,3.41,55.66%,33.2766666667%,8.95333333333%,0.793333333333%,1.31333333333%,3
,XIE Z,3.25,56.75%,23.2%,13.45%,1.725%,4.88%,2
,ZEYTUNCU Y,2.95,37.84%,37.84%,10.81%,8.11%,5.41%,1
,,,,,,,
MATH-602,,,,,,,
,ALLEN G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BATTLE G,3.5,57.575%,35.35%,7.07%,0.0%,0.0%,2
,CHEN G,3.41,58.82%,23.53%,17.65%,0.0%,0.0%,1
,COMECH A,3.4,46.67%,46.67%,6.67%,0.0%,0.0%,1
,GUERMOND J,3.05,34.914%,41.274%,19.866%,1.482%,2.464%,5
,LARIOS A,3.29,50.0%,35.71%,7.14%,7.14%,0.0%,1
,LOWE B,3.88,92.31%,0.0%,7.69%,0.0%,0.0%,1
,POLLOCK S,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,ZHOU J,3.59,62.5%,34.375%,3.125%,0.0%,0.0%,2
,,,,,,,
MATH-603,,,,,,,
,BATTLE G,3.33,83.33%,0.0%,0.0%,0.0%,16.67%,1
,WALTON J,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-604,,,,,,,
,WALTON J,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-605,,,,,,,
,DARIPA P,3.96,96.43%,3.57%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-606,,,,,,,
,PANCHENKO D,3.14,42.86%,28.57%,28.57%,0.0%,0.0%,1
,ZINN J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-607,,,,,,,
,SCHLUMPRECHT T,3.41,41.18%,58.82%,0.0%,0.0%,0.0%,1
,SMITH R,3.68,67.86%,32.14%,0.0%,0.0%,0.0%,1
,YU G,3.84,84.0%,16.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-608,,,,,,,
,DYKEMA K,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,JOHNSON W,3.3,40.0%,50.0%,10.0%,0.0%,0.0%,1
,PAOURIS G,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,SCHLUMPRECHT T,3.45,45.0%,55.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-609,,,,,,,
,ALLEN G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,LARIOS A,3.63,68.75%,25.0%,6.25%,0.0%,0.0%,1
,LAZAROV R,3.62,69.23%,23.08%,7.69%,0.0%,0.0%,1
,PASCIAK J,3.92,90.91%,9.09%,0.0%,0.0%,0.0%,1
,POPOV B,3.3,56.52%,21.74%,17.39%,4.35%,0.0%,1
,,,,,,,
MATH-610,,,,,,,
,BONITO A,3.5,80.0%,10.0%,0.0%,0.0%,10.0%,1
,DEMLOW A,3.5,56.25%,37.5%,6.25%,0.0%,0.0%,1
,GUERMOND J,3.15,30.77%,53.85%,15.38%,0.0%,0.0%,1
,LAZAROV R,3.38,58.615%,32.56%,2.94%,0.0%,5.88%,2
,PASCIAK J,3.65,70.2766666667%,26.9466666667%,0.0%,2.77666666667%,0.0%,3
,SEWELL E,3.26,38.46%,46.15%,15.38%,0.0%,0.0%,1
,,,,,,,
MATH-611,,,,,,,
,HOWARD P,3.29,52.94%,35.29%,5.88%,0.0%,5.88%,1
,KUCHMENT P,3.69,76.92%,15.38%,7.69%,0.0%,0.0%,1
,RUNDELL W,3.63,68.42%,26.32%,5.26%,0.0%,0.0%,1
,,,,,,,
MATH-612,,,,,,,
,BONITO A,3.6,80.0%,13.33%,0.0%,0.0%,6.67%,1
,HOWARD P,3.78,77.78%,22.22%,0.0%,0.0%,0.0%,1
,KUCHMENT P,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-613,,,,,,,
,WHITE J,3.8,84.0%,12.0%,4.0%,0.0%,0.0%,1
,YAN H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-614,,,,,,,
,PILANT M,3.97,96.665%,3.335%,0.0%,0.0%,0.0%,2
,VOROBETS Y,3.92,92.31%,7.69%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-615,,,,,,,
,HOWARD P,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,SIVAKUMAR N,3.65,69.8633333333%,24.8733333333%,5.26333333333%,0.0%,0.0%,3
,,,,,,,
MATH-617,,,,,,,
,BOAS H,3.74,77.915%,17.915%,4.165%,0.0%,0.0%,2
,POLTORATSKI A,3.88,93.75%,0.0%,6.25%,0.0%,0.0%,1
,,,,,,,
MATH-618,,,,,,,
,BOAS H,3.49,61.9266666667%,26.88%,9.11%,2.08333333333%,0.0%,3
,POLTORATSKI A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-619,,,,,,,
,PANCHENKO D,2.71,14.29%,42.86%,42.86%,0.0%,0.0%,1
,,,,,,,
MATH-620,,,,,,,
,LANDSBERG J,3.93,93.33%,6.67%,0.0%,0.0%,0.0%,1
,SOTTILE F,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-622,,,,,,,
,ROBLES C,3.27,63.64%,22.73%,0.0%,4.55%,9.09%,1
,YU G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ZELENKO I,3.54,65.0%,23.635%,11.365%,0.0%,0.0%,2
,,,,,,,
MATH-623,,,,,,,
,LANDSBERG J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ROBLES C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-626,,,,,,,
,MASRI M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-627,,,,,,,
,PAPANIKOLAS M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,YOUNG M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-629,,,,,,,
,ALLEN G,3.78,85.2433333333%,11.0533333333%,0.0%,3.70333333333%,0.0%,3
,FULLING S,3.6,60.0%,40.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-630,,,,,,,
,AGUIAR M,3.33,50.0%,33.33%,16.67%,0.0%,0.0%,1
,ANSHELEVICH M,3.69,68.75%,31.25%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-636,,,,,,,
,NEKRASHEVYCH V,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,SUNIK Z,3.83,82.835%,17.165%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-637,,,,,,,
,SUNIK Z,3.89,89.205%,10.795%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-638,,,,,,,
,POPOV B,3.91,90.91%,9.09%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-639,,,,,,,
,PASCIAK J,3.88,92.31%,3.845%,3.845%,0.0%,0.0%,2
,,,,,,,
MATH-640,,,,,,,
,LOWE B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SUNIK Z,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-641,,,,,,,
,NARCOWICH F,3.64,67.6466666667%,30.3933333333%,0.0%,1.96%,0.0%,3
,,,,,,,
MATH-642,,,,,,,
,HOWARD P,3.0,42.86%,42.86%,0.0%,0.0%,14.29%,1
,NARCOWICH F,3.61,73.3333333333%,17.2233333333%,6.11%,3.33333333333%,0.0%,3
,,,,,,,
MATH-643,,,,,,,
,STILLER P,3.87,86.67%,13.33%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-645,,,,,,,
,GELLER S,3.47,49.4433333333%,47.78%,2.77666666667%,0.0%,0.0%,3
,,,,,,,
MATH-646,,,,,,,
,ALLEN G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,GELLER S,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,PILANT M,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,WHITFIELD J,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-647,,,,,,,
,HOWARD P,3.63,65.0%,33.215%,1.785%,0.0%,0.0%,2
,,,,,,,
MATH-648,,,,,,,
,ROJAS J,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,SOTTILE F,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-650,,,,,,,
,BOAS H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-651,,,,,,,
,ZHOU J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-652,,,,,,,
,ZHOU J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-653,,,,,,,
,GRIGORCHUK R,3.58,62.5%,33.33%,4.17%,0.0%,0.0%,1
,SOTTILE F,3.42,54.17%,33.33%,12.5%,0.0%,0.0%,1
,SUNIK Z,3.84,83.87%,16.13%,0.0%,0.0%,0.0%,1
,TEXAS A,3.58,62.5%,33.33%,4.17%,0.0%,0.0%,1
,,,,,,,
MATH-654,,,,,,,
,PAPANIKOLAS M,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,ROJAS J,3.44,61.11%,27.78%,5.56%,5.56%,0.0%,1
,ROWELL E,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,TRETKOFF P,2.84,26.32%,31.58%,42.11%,0.0%,0.0%,1
,,,,,,,
MATH-655,,,,,,,
,JOHNSON W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SCHLUMPRECHT T,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-656,,,,,,,
,BRANNAN M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DYKEMA K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-658,,,,,,,
,TEXAS A,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,WARD J,3.5,50.0%,50.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-660,,,,,,,
,KIFFE T,3.78,81.82%,13.635%,4.545%,0.0%,0.0%,2
,,,,,,,
MATH-661,,,,,,,
,GUERMOND J,3.93,92.855%,7.145%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-662,,,,,,,
,GELLER S,2.82,27.27%,36.36%,27.27%,9.09%,0.0%,1
,GRIGORCHUK R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,LANDSBERG J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MATUSEVICH L,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,NEKRASHEVYCH V,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PAPANIKOLAS M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ROWELL E,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,SOTTILE F,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TRETKOFF P,3.78,88.89%,0.0%,11.11%,0.0%,0.0%,1
,WITHERSPOON S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-663,,,,,,,
,BAUDIER F,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DEMLOW A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DOUGLAS R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HOWARD P,3.96,95.7766666667%,4.22333333333%,0.0%,0.0%,0.0%,3
,JOHNSON W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,KERR D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,PISIER G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,YU G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-664,,,,,,,
,ALLEN G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BONITO A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,CHEN G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,DARIPA P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DEVORE R,3.91,90.91%,9.09%,0.0%,0.0%,0.0%,1
,EFENDIEV Y,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,4
,FOIAS C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,FOUCART S,3.82,90.91%,0.0%,9.09%,0.0%,0.0%,1
,KUCHMENT P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,LOWE B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,RAHE M,3.75,93.33%,0.0%,0.0%,0.0%,6.67%,1
,RUNDELL W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TITI E,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-666,,,,,,,
,LANDSBERG J,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,PITTS J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,XIE Z,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,YU G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ZELENKO I,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-669,,,,,,,
,WALTON J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-672,,,,,,,
,DARIPA P,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,2
,,,,,,,
MATH-673,,,,,,,
,RAHE M,3.8,84.62%,15.38%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-676,,,,,,,
,BANGERTH W,3.38,70.0%,15.0%,5.0%,2.5%,7.5%,2
,,,,,,,
MATH-689,,,,,,,
,BANGERTH W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DEPARTMENT T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,ERDELYI T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PAOURIS G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PHYSICS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,ROJAS J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SCIENCE D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,TOTAL S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,WITHERSPOON S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,YOUNG M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MATH-696,,,,,,,
,DEPARTMENT T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MANUEL D,3.97,96.875%,3.125%,0.0%,0.0%,0.0%,2
,PHYSICS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PILANT M,3.98,98.2466666667%,1.75333333333%,0.0%,0.0%,0.0%,3
,SCIENCE D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TEXAS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,TOTAL S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-277,,,,,,,
,KO G,3.47,63.16%,26.32%,5.26%,5.26%,0.0%,1
,,,,,,,
NRSC-311,,,,,,,
,BOURGEOIS A,3.43,52.7925%,40.88%,5.76%,0.5675%,0.0%,4
,NAGAYA N,3.37,49.61%,40.22%,8.165%,2.0%,0.0%,2
,,,,,,,
NRSC-320,,,,,,,
,NICHOLS J,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,SCHUMACHER J,3.55,56.665%,41.665%,1.665%,0.0%,0.0%,2
,YAMAUCHI T,3.46,58.1125%,31.1875%,9.0375%,1.6675%,0.0%,4
,,,,,,,
NRSC-333,,,,,,,
,EITAN S,3.69,75.0%,18.75%,6.25%,0.0%,0.0%,2
,,,,,,,
NRSC-335,,,,,,,
,EITAN S,3.45,55.0%,35.0%,10.0%,0.0%,0.0%,1
,NAGAYA N,3.0,38.46%,30.77%,23.08%,7.69%,0.0%,1
,PACKARD M,3.45,57.87%,30.555%,10.185%,1.39%,0.0%,2
,RODRIGUEZ J,3.1,33.33%,42.86%,23.81%,0.0%,0.0%,1
,,,,,,,
NRSC-336,,,,,,,
,MAREN S,3.75,87.5%,0.0%,12.5%,0.0%,0.0%,1
,,,,,,,
NRSC-340,,,,,,,
,GRAU J,3.28,51.1366666667%,28.3466666667%,18.1366666667%,2.38%,0.0%,3
,,,,,,,
NRSC-360,,,,,,,
,DAWSON M,2.63,25.0%,25.0%,37.5%,12.5%,0.0%,1
,MEAGHER M,3.46,56.3033333333%,34.7766666667%,7.685%,1.235%,0.0%,6
,,,,,,,
NRSC-407,,,,,,,
,KLEMM W,3.0,50.0%,33.33%,0.0%,0.0%,16.67%,1
,,,,,,,
NRSC-434,,,,,,,
,HARLOW M,2.95,29.4433333333%,43.98%,18.7033333333%,7.87%,0.0%,3
,SMOTHERMAN M,3.46,54.78%,36.03%,9.19%,0.0%,0.0%,2
,,,,,,,
NRSC-450,,,,,,,
,KO G,3.0,40.0%,20.0%,40.0%,0.0%,0.0%,1
,,,,,,,
NRSC-485,,,,,,,
,EITAN S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MEAGHER M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,6
,SCHAPIRO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-489,,,,,,,
,KLEMM W,3.12,35.29%,47.06%,11.76%,5.88%,0.0%,1
,,,,,,,
NRSC-601,,,,,,,
,LINTS T,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,THOMPSON W,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-602,,,,,,,
,DEPARTMENT T,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,LINTS T,3.83,82.64%,17.36%,0.0%,0.0%,0.0%,2
,SCIENCE D,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,TEXAS A,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,THOMPSON W,3.85,85.0%,15.0%,0.0%,0.0%,0.0%,2
,TOTAL S,3.7,70.0%,30.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-634,,,,,,,
,ZORAN M,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-649,,,,,,,
,MAREN S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
NRSC-685,,,,,,,
,DEPARTMENT T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SCIENCE D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
